Fields,Year,ALL0-4,ALL5-14,ALL15-34,ALL0-34,ALL35-69,ALL70-79,MEDICALb,MEDICALc,NONMEDb,NONMEDc,INFECTb,INFECTc,INTESTINb,INTESTINc,PULMTBb,PULMTBc,OTHERTBb,OTHERTBc,VIRALHEPb,VIRALHEPc,SCHISTOc,ALLCAb,ALLCAc,MOUTHCAc,NASOPCAc,NPConlyc,OESOPHCAc,STOMCAc,COLRECCAc,LIVERCAb,LIVERCAc,PANCRSCAc,BLADDCAc,LARYNXCAc,BREASTCAc,CERVIXCAc,BRAINCAc,LYMPHOMAc,LEUKEMIAb,LEUKEMIAc,ENDOCRINb,ENDOCRINc,DIABETESc,MALNUTRIb,MALNUTRIc,BLOODb,BLOODc,MENTALb,MENTALc,NERVOUSb,NERVOUSc,MENINGITb,MENINGITc,EPILEPSYb,EPILEPSYc,ALLVASCb,ALLVASCc,RHEUMHDb,RHEUMHDc,HYPTENSc,IHDc,IHeartDiseaseIHDc,STROKEb,STROKEc,VASC-STRb,VASC-STRc,ALLRESPb,ALLRESPc,PNEUMONb,PNEUMONc,COPDc,DIGESTIVb,DIGESTIVc,PEPULCERc,ENTCOLc,INTESTOBc,CIRRHOSb,CIRRHOSc,TOTLIVRb,TOTLIVRc,GALLBILc,GENITURc,RENALc,ALLSKINc,MUSCSKELc,ILL-DEFb,ILL-DEFc,ACCIDENTb,ACCIDENTc,ROADACCb,ROADACCc,DROWNb,DROWNc,SUICIDEb,SUICIDEc,HOMICIDEb,HOMICIDEc,INFANT,ALLCUMa,MEDICALa,NONMEDa,RESPINFa,ALLGIa,CONGENITa,NTDa,CONGENHDa,PERINATa,LOWBTHWTa,BTHTRAUMa,RDSa,NEOTETANa,MALNUTRIa,DROWNa,Total rate
TOTNDF,-0.220942557,-0.005921087,-0.009104611,-0.046722636,0.032612056,0.133424759,0.064608037,0.020040963,0.119781226,-0.201581165,-0.211625233,0.082036562,-0.190988854,-0.089706317,0.034445401,0.160751402,-0.287387997,0.184266493,0.379276723,-0.157845899,-0.039290529,-0.20043692,-0.280664176,0.10267292,0.022506967,-0.433964729,-0.495229423,0.302792966,0.055371352,-0.104502194,-0.203748435,-0.30216369,-0.069691315,-0.094433829,0.117429994,-0.03360758,0.31340754,-0.157473058,-0.212564215,-0.238873631,-0.223971158,-0.143625081,0.021838328,0.054792803,-0.244647741,-0.029598849,0.140756592,0.177937791,-0.084283441,-0.079633586,0.098315746,0.141142488,-0.0275473,-0.042341739,0.129385367,-0.00343973,0.36591807,0.075876065,0.150062844,0.02582646,0.123172,0.003726997,0.003726997,0.279998273,0.045443032,0.325512171,0.110157758,0.048797984,0.12705335,0.030871172,0.130249813,0.087723441,-0.02008765,0.173880935,0.138554513,-0.010743046,0.309834301,-0.039018285,-0.021724382,-0.20469828,-0.319983214,-0.294138432,-0.127656475,0.014636828,-0.192472592,-0.014433139,-0.138075426,-0.08580336,0.059845529,0.067924134,0.037915528,-0.082590573,-0.371526212,-0.271782249,-0.0392146,-0.138618439,0.105188541,-0.030528834,0.111455463,-0.005884808,-0.005255605,-0.102199867,-0.119443536,-0.193036437,-0.156328455,0.114218853,-0.132463202,0.018668579,-0.341612905,-0.234250367,-0.174914837,0.192785248,-0.261972576,-0.394313395,-0.016101021
TOTPROT,-0.228767902,0.062230244,0.042566787,-0.171847373,0.012823203,0.100295179,0.091330148,0.036634214,0.096021712,-0.149586707,-0.246740475,0.084537029,-0.090819225,0.060997881,-0.083539054,0.124446064,-0.215425536,0.174549714,0.309014291,-0.057238288,0.067543402,0.051649131,-0.359374732,0.026837921,-0.176231518,-0.29425475,-0.452883363,0.094493121,0.075557299,0.094902404,-0.334648252,-0.219536573,0.157185584,0.038280595,0.064506389,0.021244558,0.093145683,-0.023551621,-0.084538043,-0.139727235,-0.081728518,-0.084804349,-0.043373946,0.064782843,-0.203986123,-0.207231462,0.033467073,0.176989064,0.200089872,0.037821367,0.189243704,-0.046873529,0.01175465,-0.068630025,0.097173408,-0.092537001,0.24734056,0.035661992,0.138465077,0.002389969,0.177184045,0.020698726,0.020698726,-0.010489928,-0.014160812,0.261273235,0.111759827,0.038209349,0.219451815,0.029882969,0.077439107,0.204296321,-0.046127975,0.084485978,0.07909812,-0.170803219,0.170153707,-0.27740702,-0.138593987,-0.413438708,-0.241877332,-0.059157025,-0.128547549,0.018185658,-0.145419136,-0.191228986,-0.013594147,-0.061470598,-0.137971342,-0.023271952,0.20775786,0.182618663,-0.375560403,-0.060346209,-0.241554633,-0.286130995,0.055920366,0.004183558,0.137657464,0.062126432,0.043222353,0.06559334,0.007720646,-0.110733025,0.194811493,0.284631401,0.120572813,0.060809456,0.018717756,0.043835681,0.023025256,0.106688142,-0.20103161,-0.330582559,-0.008107753
TRYPTOPH,-0.104111508,0.127949044,0.084360413,-0.07578598,0.077993385,0.100090139,0.134857327,0.069834068,0.096195698,0.059638239,-0.0476823,0.07987684,0.060652077,0.039287664,-0.105282463,0.073397487,0.027162625,0.095316373,0.07207384,0.165609479,0.215168759,0.166191623,-0.197305351,-0.016025068,-0.078386657,-0.02290241,-0.223869652,-0.062974937,0.09530931,0.17883867,-0.201296136,-0.092255227,0.165249422,0.059277456,-0.059123639,0.019157887,-0.085691497,-0.018834401,-0.000455788,-0.009770768,0.058825474,0.065112337,-0.114215441,-0.063213326,-0.097601086,-0.146767974,-0.043607954,0.053347562,0.106822766,0.091513164,0.103040621,-0.142051429,-0.136734352,-0.167636678,0.204024255,-0.044617236,0.009886131,0.007674519,0.027657881,0.013476809,0.06865079,-0.049592525,-0.049592525,-0.218306303,0.00084787,0.055135258,0.017889701,0.036029395,0.20549123,0.030725434,-0.070624329,0.229308426,0.011768122,0.015758999,0.048715908,-0.183294415,0.000566151,-0.162106812,-0.108665697,-0.286449015,-0.118739605,0.190486521,-0.077047244,-0.031666689,0.05709656,-0.019892314,0.00143669,-0.009925802,-0.078625798,-0.131207928,0.035666276,0.108044766,0.034223583,0.165268168,-0.170824274,-0.046821553,-0.137156114,0.012171306,0.136029348,0.127904579,0.090003982,0.185840115,-0.047753569,-0.103373043,0.178814143,0.02480923,0.14564915,0.117063954,0.130356058,0.02626971,-0.038622122,0.065435521,-0.101013228,0.097372726,0.049453892
TYROSINE,-0.099472083,0.067161441,0.034886274,-0.101965837,0.038604476,0.050216444,0.047009315,0.002950527,0.009926234,0.068002082,-0.059962228,0.02171596,0.00307123,-0.101308219,-0.218724325,0.055987272,-0.005756244,0.088336907,0.020303506,0.140799806,0.181907892,0.129113361,-0.156057864,-0.014829575,-0.01110421,0.002356889,-0.149933711,-0.050119329,0.014946649,0.144798309,-0.14641501,-0.043174881,0.205767721,0.05930854,-0.021733228,0.051982235,-0.100079164,0.056562327,0.018248828,-0.027733529,0.074098393,0.049961913,-0.170900851,-0.122135177,-0.077813193,-0.252996385,-0.058971766,0.006616605,0.146093905,0.107707724,0.045011844,-0.230807468,-0.155457735,-0.322876811,0.083237775,-0.138810039,0.036571346,-0.045260284,0.010138998,-0.120866463,0.061714701,-0.098357022,-0.098357022,-0.132527515,-0.031762391,0.065407589,-0.057423826,-0.024367277,0.169213906,-0.032809086,-0.141933978,0.207257032,-0.044558644,-0.054055464,0.018094646,-0.29144904,-0.069829352,-0.215050086,-0.158479601,-0.294909686,-0.054931201,0.243530586,-0.18517147,-0.153834045,0.109137453,0.047179352,0.062946051,-0.042935491,-0.044836242,-0.204623148,0.008859604,0.111056834,0.181307852,0.209246263,-0.156677559,-0.017832048,-0.069425113,0.039829232,0.116683573,0.067134745,0.023819037,0.188302085,-0.07424964,-0.17016913,0.247786775,0.033873364,0.25865832,0.053886257,0.130943432,-0.132552341,-0.237980321,0.053453099,-0.080043241,0.261392236,0.015682891
VALINE,-0.020697141,-0.006123969,-0.061855655,-0.076124497,-0.013568507,0.139044806,0.142877176,-0.023875885,0.086241983,-0.101917326,-0.08112774,0.003999364,-0.172054529,0.158431619,-0.12612015,0.039289989,-0.219289064,0.101292454,0.199754432,-0.094369993,0.033668596,0.00748483,-0.253136575,0.047213115,-0.114022769,-0.22484614,-0.376893669,0.036011264,0.123975359,0.073359407,-0.246599033,-0.145106003,0.075345367,-0.006645007,-0.021382945,0.023950711,0.061994649,0.00909224,-0.092264712,-0.012484634,0.037041865,-0.083556354,-0.096617036,-0.015149802,-0.078637339,-0.273249805,-0.073926523,0.091800354,0.307617068,0.1565101,0.292730153,-0.173260987,0.007163134,-0.162252828,0.131670013,-0.160931796,0.109138176,0.179039717,0.074624985,0.00912075,0.229884371,0.135921702,0.135921702,-0.015957089,0.134617299,0.117373563,0.213934198,0.018631302,0.170058593,0.017546296,-0.073339052,0.202559099,-0.113012001,-0.049497098,-0.022866521,-0.249484897,0.029666403,-0.220134959,-0.165421247,-0.372621357,-0.261002064,0.0583748,-0.114588581,-0.091549456,-0.108618401,-0.025739422,0.152566195,0.069041863,-0.15223971,-0.072506048,0.226572543,0.234265253,-0.291690022,-0.024463402,-0.17286475,-0.128717795,-0.001903607,0.060118701,0.063118227,-0.006168004,-0.014061425,-0.038268454,0.097796053,0.006465026,0.20292905,0.157680437,0.143092245,-0.002341919,0.084821992,-0.032074858,-0.1226108,-0.00106514,-0.073860899,-0.218161345,0.089611135
VEGOIL,0.000470351,-0.160165519,-0.301377714,-0.176760748,-0.214317769,0.062642545,0.115268335,-0.19501245,0.074362472,-0.143485144,-0.045932192,-0.253115505,-0.205691665,-0.097691625,-0.107960165,-0.084383845,-0.26531738,-0.100800589,-0.072876886,0.221261367,0.178638339,0.243115813,0.038154971,0.179907754,0.150993913,-0.099540822,-0.090758003,0.006805955,0.164729699,0.410926551,-0.047010958,0.197632298,0.536281228,0.383398026,0.055854503,0.003579905,-0.100336865,0.190381378,0.431284815,0.024604961,0.421104848,-0.154929936,0.03401909,0.169571161,-0.121622272,-0.067472756,-0.211103767,0.064024329,0.002342839,0.105006978,0.075430617,-0.01002393,-0.124629162,-0.199394092,0.121771969,0.132110864,-0.098964043,-0.012281812,-0.047199044,-0.059597634,-0.004204909,0.14613688,0.14613688,-0.2568762,-0.038077805,-0.036199085,0.029444646,-0.227276057,0.071891405,-0.223217934,-0.25085327,0.119172446,-0.254376352,-0.246608973,-0.270657182,-0.155126005,-0.117866673,-0.213286385,-0.171925947,-0.107605532,0.098689087,0.231097966,-0.143261388,-0.153633133,-0.004106596,-0.248199984,-0.083677836,-0.006103535,0.023017932,-0.048723672,0.017873084,0.128089428,0.264526844,0.297040999,-0.109972805,-0.023352416,0.023205172,0.120448984,-0.070001908,-0.160307169,-0.198443979,0.130060092,-0.215661108,-0.176491916,0.205776125,0.121861756,0.238407597,-0.075175233,0.157488048,-0.060686834,-0.070189163,-0.216619715,-0.110737078,0.354741126,-0.01216369
VITA,-0.166387647,0.143538684,0.160012245,-0.061574921,0.141226947,0.137527689,0.020317208,0.101858929,0.091140181,0.058418632,-0.09426672,0.139513537,0.130397022,-0.304917425,-0.111739568,0.24604024,0.131219149,0.107723117,0.023858953,0.428402334,0.293476909,-0.015404681,-0.036378946,0.15525119,0.265789896,-0.015571964,0.107028164,0.284096211,-0.004776364,0.092030726,-0.011175009,0.066358924,0.09259066,0.110966705,-0.076122373,-0.086373426,0.127461284,-0.130056486,0.162313864,-0.170581311,-0.089565873,-0.012757142,0.030511715,-0.050199877,-0.102916241,0.262262762,0.143374205,-0.030498663,-0.166919261,-0.135860652,-0.236115873,0.036556479,-0.113397643,-0.055872016,0.018508287,0.163403675,0.06523928,-0.197776899,0.066064067,-0.128344312,-0.015555572,-0.248996809,-0.248996809,-0.252711862,-0.167843729,0.120330505,-0.203682825,0.006438149,0.081874005,-0.00446176,0.063761391,0.058500346,0.125617847,0.135510802,0.195613578,-0.118421517,0.115914971,0.026246015,0.013899786,0.037234854,0.154972553,0.176564887,-0.154137745,0.056079261,0.265108198,-0.195983768,-0.162233084,-0.031442691,-0.09609241,-0.099770263,-0.385574281,-0.274359882,0.182595253,0.079988465,-0.001767355,0.089772359,-0.260396063,-0.051821951,0.22586289,0.143605515,0.097508714,0.251583695,-0.240432009,-0.165019214,-0.107960999,-0.129115745,-0.022833772,0.135131165,0.048231997,-0.177618757,-0.170943916,0.256872922,-0.104309618,0.260749876,0.145448253
VITC,-0.130205244,0.271919698,0.244070888,0.142627165,0.288160861,0.251591623,0.160059601,0.233988658,0.183490485,0.242347538,0.074405082,0.253560752,0.290049314,-0.163747057,0.021091104,0.343951255,0.278963357,0.182738736,0.164499268,0.31753999,0.200864881,-0.061904524,-0.0062862,0.096548192,0.16219303,-0.054142337,0.057605661,0.177308172,0.005894772,0.094362505,-0.019420717,0.036437381,-0.005384452,0.06102119,-0.134231403,-0.020052709,0.121890411,-0.145806432,0.148790061,-0.061354265,-0.07962957,0.089329347,0.027638311,-0.089928381,0.003727299,0.342692137,0.171635956,0.001065103,-0.290363908,-0.145764962,-0.06690719,0.113643847,-0.011820762,0.172901273,0.224005967,0.095470689,0.160359189,-0.178892612,0.149383903,-0.051458698,-0.057386402,-0.196551055,-0.196551055,-0.095260754,-0.161739901,0.18840526,-0.168603137,0.105950944,0.22560893,0.091913655,0.1958711,0.186656564,0.245059162,0.346814215,0.3947604,0.112564377,0.19858405,0.191562504,0.229982868,0.161283672,0.198505849,0.164866999,0.071884081,0.162434965,0.266684711,-0.077616654,-0.204881683,-0.051786192,0.158572644,0.160679355,-0.270444483,-0.101148091,0.218028814,0.115892649,0.277480513,0.329573482,-0.097682454,0.183663577,0.363795877,0.271997511,0.216957033,0.361164898,-0.106908992,-0.015632709,-0.146007314,-0.183299005,-0.032402113,0.27612716,0.089832157,-0.076701291,0.006358496,0.347212195,0.011262714,0.239310682,0.288459033
VITE,0.274399728,-0.349729389,-0.385360718,-0.154415324,-0.334637076,0.031622425,0.066725619,-0.345030934,-0.020482432,-0.232684135,-0.0153961,-0.330752373,-0.462755889,-0.189775556,-0.147453129,-0.227087796,-0.489497244,-0.163098812,-0.104586609,0.205765396,0.183924049,-0.068082049,0.020467984,0.232029676,0.10381069,-0.162835374,-0.276358008,0.054862261,0.249734044,0.110078618,-0.059483744,0.149161384,0.552149415,0.142947599,0.111834094,0.140310153,-0.077756643,0.191864356,0.208132744,0.153749034,0.324364126,-0.37496537,0.198260069,0.328461289,-0.245894849,-0.125532553,-0.28905344,-0.10554634,0.020934239,0.137694538,0.059592914,-0.002916951,-0.178811744,-0.24879916,0.113419913,0.074120238,-0.189754784,0.112932459,-0.077145137,-0.085250042,-0.025356462,0.264883369,0.264883369,-0.033071432,0.12677227,-0.191948578,0.063339442,-0.274190068,-0.008803685,-0.274506062,-0.219202399,0.062806241,-0.364915788,-0.310527951,-0.252933353,-0.181820154,-0.124572046,-0.323621333,-0.280153066,-0.252212435,-0.020099195,0.168614134,-0.272331834,-0.285539061,-0.04230867,-0.185305402,-0.121418796,-0.077702388,0.041921467,-0.04984254,0.005562879,0.090488076,0.182966009,0.267215341,-0.189882636,-0.148184061,0.086102173,0.09771698,-0.224960238,-0.349797368,-0.352468461,-0.23112683,-0.266580254,-0.302126199,0.190715507,0.169045046,0.222521573,-0.304253876,0.063287653,-0.176671401,-0.173712581,-0.284971029,-0.239734411,0.241741017,-0.016457297
WHTFLOUR,0.131008536,-0.166532338,-0.196717143,-0.022306981,-0.125119433,0.173373878,0.212495878,-0.097136229,0.144618854,-0.315077871,-0.11053095,-0.074390151,-0.339327574,0.323853284,0.029095538,0.007572593,-0.371100217,0.007805446,0.307813883,-0.321351349,-0.160124958,-0.209918514,-0.272031158,0.102088228,-0.169993356,-0.422786266,-0.403578401,0.19328092,0.186943933,-0.204075128,-0.247998133,-0.257664293,-0.084872752,-0.086474717,-0.018589765,-0.08662539,0.354126036,-0.079821281,-0.214197084,-0.055126399,-0.069867171,-0.246189907,0.101802886,0.184190869,-0.119246632,-0.189217255,-0.132586911,0.235212699,0.310635984,0.113205805,0.340822309,-0.03131146,0.163474008,-0.00034062,0.054005198,-0.071218483,0.21402742,0.544584394,0.14142032,0.153238311,0.422564656,0.584946454,0.584946454,0.212133482,0.424866676,0.1804692,0.62326926,0.003544697,-0.04652112,0.01813947,-0.026730478,-0.023439372,-0.18383728,-0.10242305,-0.10095688,-0.127331793,0.074255474,-0.189269826,-0.102559976,-0.306791663,-0.372333497,-0.364833862,-0.00638531,-0.075717002,-0.422524691,-0.246622801,0.101950713,0.141808763,-0.237245306,0.025456628,0.37658304,0.18751514,-0.651383698,-0.416402251,-0.196389169,-0.285779953,0.068452016,-0.089278445,-0.152007416,-0.166623577,-0.113702029,-0.374626935,0.191564098,0.122540317,0.08477781,0.298728257,0.015063687,-0.147640735,-0.058521044,0.162760243,0.115108564,-0.15970242,-0.101988956,-0.55634439,0.073925167
WINE,4.94E-05,0.097410426,-0.046088222,-0.099550851,0.00473036,-0.036292672,0.092081785,-0.036812618,-0.075341605,0.098769084,0.237285718,-0.051320881,0.017492276,-0.046149693,0.002988198,-0.11322958,-0.005895325,-0.118859053,-0.222820386,0.225781411,0.175179526,0.089220017,-0.060590159,-0.082931347,0.23259531,-0.008663591,-0.034360304,-0.19615972,-0.065528937,0.079459243,-0.028655445,0.169686392,0.158150971,0.152277038,-0.124029875,-0.06786871,-0.083139695,0.101782449,0.227857918,-0.020842737,-0.046255562,0.088801339,0.033166233,0.066969298,0.115218543,-0.014481027,0.075743176,-0.043931037,-0.029937748,0.055048935,-0.035838094,0.027738301,-0.01793756,0.040777221,-0.009810409,0.089775361,-0.244706348,-0.132313296,-0.182711393,-0.18184115,-0.070142664,-0.144000471,-0.144000471,-0.271361858,-0.075022906,-0.192094728,-0.192013755,-0.126907453,0.036540657,-0.118942417,-0.060093861,0.047340263,0.015631057,0.13066867,-0.038115948,-0.049744889,-0.098560475,0.065413728,0.206668288,-0.004736844,0.257453203,0.698136449,0.160291702,0.200919196,0.28454268,0.054048635,-0.113912784,-0.048483979,0.11832618,0.0747592,-0.195931166,-0.128771156,0.13342467,0.187578067,0.063518502,0.294150084,-0.055106431,0.152748555,0.101568684,0.097615242,0.043168634,0.240594298,-0.105315,0.044576447,0.256960303,0.063668378,0.232994854,0.083246149,0.106291555,0.019846782,-0.125964209,-0.14044933,0.117161259,0.171472773,0.023555068
Zn,-0.125112414,0.006231623,0.025585001,-0.13523531,-0.015131612,0.108848587,0.018529244,-0.036662001,0.057234257,-0.026764775,-0.095735818,0.023638012,0.005140811,-0.191950187,-0.094875135,0.056948088,-0.062353898,0.09796641,0.150972515,0.165775508,0.178395748,0.051656142,-0.233661875,0.070159018,0.140026733,-0.187522292,-0.24183704,0.184181228,0.02943838,0.181434736,-0.224606439,-0.166259736,-0.059127044,-0.050822429,0.042618386,0.06546808,0.062769316,-0.192266151,0.006235905,-0.025722258,0.031913515,0.004128394,-0.037794709,-0.023898382,-0.095434807,-0.029164162,0.086547472,0.167361811,-0.004266775,0.039032415,-0.03703076,-0.026420543,-0.17499277,-0.247467354,0.103601284,-0.047751125,0.098605551,-0.048627391,-0.023404155,-0.088603385,0.084524825,-0.184548452,-0.184548452,-0.089696534,-0.030381225,0.12162216,-0.068446793,-0.057571206,0.102732435,-0.069363281,-0.034679756,0.099708132,-0.040330075,0.123200595,0.097398721,-0.14260298,0.088266455,0.002689498,-0.055039961,-0.143532977,-0.177532151,0.048572626,-0.146761641,-0.009672143,0.128092855,0.146818295,-0.032816339,-0.038634278,0.010799842,-0.054646254,-0.124890387,-0.037743554,0.030465845,0.028000409,0.045854758,0.103618257,-0.195128262,-0.035546705,0.106758222,0.006253957,-0.037332106,0.131146848,-0.233638436,-0.232887954,-0.173916161,-0.215541437,-0.162970245,-0.041810904,-0.24154073,-0.28969425,-0.290019006,0.080889419,-0.120813049,0.044937633,0.080238476
D098,0.066910513,0.036445405,0.030349649,0.120602675,0.061583299,0.055430826,-0.057415541,0.092020705,0.091574647,-0.094458364,-0.020118607,0.094904251,-0.064354189,0.360631675,-0.017587578,0.145364523,-0.06764596,0.156567261,0.095457703,-0.172315463,-0.094295509,-0.046092149,0.068363167,-0.005691975,-0.147345781,-0.080784775,-0.14204444,0.014383059,-0.001374016,-0.111397356,0.083380938,0.005429878,-0.124578677,0.037884291,-0.037975416,0.091938905,-0.006281958,0.09094584,-0.01304231,0.008812471,0.000368498,0.001888199,-0.234563515,-0.204674423,0.11637599,-0.07936731,-0.119068258,-0.136282325,0.728063881,0.191815943,0.533688903,-0.13576965,0.34887588,0.204825789,-0.008161852,-0.241544127,0.134215057,0.24828428,0.246723473,0.144898593,0.627777576,0.146997526,0.146997526,-0.127989396,0.101469874,0.166911706,0.441286385,0.230275139,0.00743188,0.247838855,-0.00767248,0.025841972,-0.053745274,-0.138123602,-0.123281568,-0.127436951,0.002016413,-0.024911067,-0.124914385,-0.081080161,-0.109211139,-0.100448057,-0.087404557,-0.07053116,-0.152882695,-0.035588983,0.286084801,0.23238112,-0.060480032,0.070595585,0.279762208,0.318037987,-0.15029411,0.168209448,-0.178249985,-0.18994984,0.196034685,-0.004477908,0.058169778,0.036407392,0.070031114,-0.106278606,0.567812026,0.262381464,-0.074718639,-0.049540602,-0.094850436,-0.033818644,0.045725763,0.00691128,-0.12195044,-0.085881874,0.134049416,-0.083635859,0.059515767
D099,0.109860517,0.042338956,0.040625095,0.136451289,0.076933652,0.065717287,-0.103271939,0.096151538,0.064685106,-0.097424567,-0.055271175,0.099981025,-0.082526669,0.42849353,-0.000553769,0.155581951,-0.052628968,0.155291796,0.060788803,-0.192697167,-0.112902172,-0.058977455,-0.036193777,0.056133691,-0.11681547,-0.148423314,-0.177864298,0.105657451,0.049573582,-0.115057178,-0.040663369,-0.033358622,-0.169533625,-0.058143411,-0.017007325,0.12045411,0.026107045,0.044967182,-0.074166633,0.063479558,-0.009598649,0.040929675,-0.213492706,-0.200558051,0.207150668,-0.084679618,-0.106219947,-0.111306265,0.7397542,0.216848716,0.5855636,-0.124153167,0.418905646,0.201606989,-0.021701323,-0.228501886,0.149793684,0.265196562,0.230251625,0.121091686,0.646813691,0.150869265,0.150869265,-0.084713623,0.120001189,0.174319491,0.451501101,0.234682858,-0.09721148,0.255101949,-0.054607425,-0.084496677,-0.038664807,-0.160253018,-0.157527253,-0.113374159,-0.042654932,-0.044472754,-0.133514762,-0.089258634,-0.156475484,-0.112807706,-0.027380904,-0.053751394,-0.185450286,-0.05044074,0.393312097,0.263454765,-0.076131485,0.059578735,0.276403099,0.238736853,-0.212227926,0.079653293,-0.179726303,-0.201086432,0.147707909,-0.016264649,0.031778082,0.042298716,0.063521385,-0.112363152,0.629426479,0.329288661,-0.128557086,-0.057357308,-0.155365542,-0.062468369,0.010115975,0.003627181,-0.129618347,-0.086203001,0.229368955,-0.151307076,0.104887098
D100,0.12490283,0.023958672,0.059288532,0.088069685,0.047036387,0.047776945,-0.153563872,0.066091098,0.04752896,-0.064945258,-0.030914692,0.071446881,-0.06709303,0.31196326,-0.049237397,0.09427017,-0.047016781,0.130588859,0.029112397,-0.17556414,-0.082221046,-0.011498592,0.010374292,0.032190591,-0.167204022,-0.049587104,-0.075706191,0.041978829,-0.005910655,-0.096452214,-0.010768674,0.018740788,-0.182897657,-0.069831848,0.032976922,0.253910512,0.005469321,0.129925504,-0.019934196,0.124986194,0.016804276,0.040662974,-0.25662148,-0.233429611,0.174889594,-0.084268726,-0.115508668,-0.144541517,0.769953072,0.257979244,0.447522283,-0.207107872,0.309344053,0.11095088,-0.036678176,-0.261942267,0.050402354,0.230850548,0.140797183,0.093514301,0.531051993,0.123868473,0.123868473,-0.120808356,0.124622591,0.077659249,0.358927548,0.208567619,-0.040956967,0.229276806,-0.061769072,-0.016164821,-0.060108498,-0.209725261,-0.186393306,-0.138167039,-0.049087834,-0.104280002,-0.195565626,-0.083181389,-0.127730578,-0.105611525,-0.043755814,-0.067426376,-0.141334832,0.032934494,0.33177644,0.191520706,-0.065306313,0.061286718,0.319556475,0.354477137,-0.187878042,0.109032892,-0.21208857,-0.189417675,0.083999932,-0.04695176,0.001750185,0.023900665,0.042844377,-0.078931354,0.565243006,0.251578718,-0.157070696,-0.104175337,-0.181852549,-0.075476632,0.002296672,-0.025354628,-0.147377878,-0.103670262,0.194877684,-0.118151069,0.100972816
D101,0.122717291,-0.068989247,-0.043961927,-0.063081466,-0.065743528,-0.043233775,-0.220812514,-0.043965533,-0.077690899,-0.165413812,-0.079351895,-0.027319912,-0.227069795,0.16916196,-0.124558367,-0.017834751,-0.200281501,0.116261244,-0.026527692,-0.215913683,-0.093757913,-0.010671867,-0.030664679,0.049151897,-0.119977333,-0.15875037,-0.201030597,0.012407325,0.038818322,-0.063265473,-0.073093727,0.037792958,-0.051167276,-0.033988591,0.023996774,0.229607001,-0.029307988,0.140020788,0.002751802,0.131007135,0.03505316,-0.058155321,-0.233915105,-0.165699005,0.114969067,-0.141505703,-0.168253973,-0.20208405,0.729027152,0.318915576,0.31153363,-0.249017701,0.187344939,-0.001453749,-0.036184628,-0.265626043,-0.01682701,0.146715268,-0.008839048,-0.029970771,0.324974686,0.116136529,0.116136529,-0.01226497,0.089834735,-0.015166137,0.210049465,0.104879372,-0.049821936,0.120409317,-0.173044845,-0.007038334,-0.164230525,-0.334574401,-0.309044033,-0.212462857,-0.082351498,-0.216396824,-0.281615704,-0.160847113,-0.139628291,-0.068385877,-0.143069625,-0.170576662,-0.175121337,-0.050350595,0.289719731,0.121575683,-0.110181555,0.007310425,0.303175241,0.352739692,-0.222758621,0.135656431,-0.223611504,-0.190386429,0.032758906,-0.047193676,-0.060121913,-0.069054388,-0.04781653,-0.153175682,0.416307926,0.111356013,0.004854743,0.010898916,0.006001173,-0.15619652,-0.001845485,-0.104986198,-0.208521694,-0.156002775,0.135347828,-0.169493049,0.034830831
D102,0.101203673,0.037617579,0.068811737,0.045918677,0.038993444,-0.039489288,-0.205231696,0.039508801,-0.042936768,0.051576883,-0.002227902,0.047629088,0.018431142,0.159259006,-0.108795047,0.023490364,0.017540166,0.065610036,-0.051001482,-0.078137718,-0.058696758,0.108678617,0.077387467,-0.062679194,-0.200604171,0.174719736,0.219031706,-0.113791376,-0.12714456,-0.017320914,0.039908357,0.103022113,-0.139348581,-0.026323989,0.063645288,0.283675522,-0.101936467,0.197764263,0.036596395,0.166965052,0.081791244,0.036420785,-0.250041157,-0.21412392,0.1604857,-0.058979072,-0.085554518,-0.188617185,0.647405267,0.182343423,0.279190093,-0.23592183,0.199706957,0.058466006,-0.088063069,-0.247857451,-0.07136979,0.049220983,0.031005939,0.020304903,0.306524694,-0.01384241,-0.01384241,-0.162632853,-0.00605479,-0.041204698,0.132118255,0.154302344,0.04321254,0.170537665,-0.050747544,0.07264436,-0.064471617,-0.219089136,-0.160556406,-0.16338256,-0.101088375,-0.118987806,-0.20513697,-0.018067779,-0.011898135,0.02110309,-0.042897694,-0.0735697,0.0434095,0.086554535,0.274274021,0.090248346,-0.025579328,0.058166225,0.322263062,0.417284042,-0.024779666,0.224932596,-0.213822976,-0.149288118,0.038134761,-0.026925964,0.002174878,0.037566334,0.034313027,0.04908786,0.457101017,0.175997823,-0.107420087,-0.176007926,-0.11485897,-0.055726048,0.067049339,-0.043929566,-0.163356259,-0.092841037,0.175714523,0.029516032,0.056617007
